WKT,class_dbt,nome_dbt,tipo_dbt,dest_ind,sup_mq
"MULTIPOLYGON (((487238.264 5056033.3136,487240.2868 5056010.3368,487238.6669 5056010.3768,487236.8868 5056033.2271,487238.264 5056033.3136)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"34"
"MULTIPOLYGON (((486635.9618 5056308.1016,486635.3053 5056309.5121,486660.469 5056323.9569,486700.5785 5056347.4645,486704.5445 5056349.7865,486707.3044 5056351.4024,486708.5154 5056351.8715,486717.1323 5056356.9724,486717.7573 5056359.0624,486719.3283 5056360.0543,486720.8673 5056359.0974,486725.8762 5056362.0213,486742.999 5056372.0151,486743.7136 5056375.0763,486744.499 5056378.441,486744.804 5056374.5701,486744.234 5056371.6051,486742.66 5056369.6361,486738.6361 5056367.2416,486735.2491 5056365.2262,486720.2963 5056356.6913,486707.9684 5056349.6055,486692.8746 5056340.8716,486663.883 5056324.7619,486649.6181 5056316.297,486638.2743 5056309.4381,486635.9618 5056308.1016)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"208"
"MULTIPOLYGON (((487427.1003 5056635.494,487428.0902 5056635.9244,487431.7092 5056637.3579,487434.7252 5056638.7759,487435.4592 5056638.4549,487436.2172 5056638.3849,487436.7092 5056638.5799,487440.6449 5056640.1689,487453.7869 5056645.4748,487456.9199 5056646.6508,487464.8748 5056650.0327,487467.5138 5056651.1547,487471.1547 5056652.7327,487479.8886 5056656.8256,487492.3105 5056662.9825,487501.9974 5056668.1114,487511.4042 5056673.2083,487521.5831 5056679.1652,487532.568 5056685.4231,487541.7159 5056691.536,487548.4738 5056696.915,487551.3878 5056699.7079,487553.2158 5056703.0049,487554.1848 5056706.2239,487554.3328 5056709.5008,487553.9428 5056712.7748,487553.0439 5056715.1998,487551.2469 5056718.4817,487546.029 5056727.4386,487547.099 5056728.0206,487547.747 5056727.9386,487548.286 5056727.6966,487553.5289 5056718.9817,487555.3329 5056714.5437,487556.2548 5056711.1258,487556.4268 5056708.0248,487555.4658 5056703.3998,487554.2858 5056700.5209,487551.6768 5056697.2399,487548.6219 5056694.4229,487543.1459 5056690.243,487535.497 5056685.1851,487527.9431 5056680.6301,487519.3572 5056675.8962,487507.7393 5056669.2163,487495.6855 5056662.7794,487484.9276 5056657.3255,487474.4587 5056652.2676,487465.2558 5056648.0647,487455.28 5056643.8618,487436.9752 5056636.7089,487416.4984 5056629.143,487401.6396 5056623.8661,487400.2487 5056623.5412,487399.5307 5056623.4552,487397.9447 5056625.6621,487398.4286 5056625.1472,487398.8346 5056625.0022,487417.7415 5056631.7488,487418.4204 5056631.991,487420.153 5056632.6504,487421.4054 5056633.127,487427.1003 5056635.494)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"390"
"MULTIPOLYGON (((486441.5126 5055589.8933,486440.3153 5055588.5859,486440.1619 5055589.7896,486444.0668 5055596.9556,486445.2262 5055596.2663,486442.5542 5055591.7864,486441.5126 5055589.8933)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"10"
"MULTIPOLYGON (((486236.2635 5057602.118,486234.9425 5057601.4292,486225.0837 5057616.5891,486224.4977 5057617.8861,486224.2317 5057619.2801,486224.7787 5057620.3901,486226.0597 5057621.323,486242.9653 5057631.86,486263.7743 5057644.05,486278.4021 5057653.4193,486279.775 5057654.229,486280.7889 5057654.0161,486281.3973 5057653.3242,486280.1924 5057652.6587,486282.8643 5057648.2447,486265.3255 5057643.2648,486254.8705 5057636.9629,486247.1106 5057632.286,486242.8486 5057629.7179,486240.3229 5057628.0258,486230.3158 5057621.649,486228.586 5057619.1428,486228.2599 5057617.4066,486228.369 5057615.5201,486229.4747 5057612.8236,486235.3362 5057603.5192,486236.2635 5057602.118)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"199"
"MULTIPOLYGON (((487098.411 5057940.0486,487097.4889 5057939.2989,487096.325 5057941.1348,487097.3215 5057941.7668,487098.411 5057940.0486)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"2"
"MULTIPOLYGON (((486946.7987 5061225.0553,486941.7388 5061226.7103,486942.4851 5061229.6798,486946.2889 5061244.8151,486958.9074 5061298.9358,486969.5458 5061344.564,486969.4693 5061344.139,486970.8481 5061344.6176,486974.4798 5061345.8782,486974.4378 5061345.756,486974.1806 5061345.0081,486973.6439 5061343.4475,486973.2593 5061342.3291,486968.2745 5061321.3405,486960.059 5061286.7497,486946.8988 5061231.8503,486946.7167 5061229.5819,486946.4387 5061226.1203,486946.7987 5061225.0553)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"477"
"MULTIPOLYGON (((486176.6514 5055742.0934,486180.8234 5055739.7304,486181.145 5055740.281,486182.7082 5055739.2865,486182.0543 5055737.9705,486181.1279 5055737.5128,486179.9836 5055737.6272,486175.5979 5055740.3828,486166.4148 5055746.1526,486127.3655 5055769.2348,486113.1362 5055777.874,486100.926 5055786.5829,486086.6393 5055796.7729,486049.4658 5055825.0423,486036.5385 5055832.8044,486024.605 5055839.7021,486023.3203 5055840.9677,486023.1597 5055842.4864,486023.3203 5055844.1738,486025.0513 5055843.2806,486049.09 5055827.9247,486056.6369 5055822.1827,486080.7306 5055804.1869,486096.2114 5055792.364,486099.3784 5055789.945,486112.5112 5055780.8001,486146.8318 5055759.9682,486147.3078 5055759.6832,486148.5485 5055758.9395,486150.3003 5055757.8894,486176.6514 5055742.0934)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"413"
"MULTIPOLYGON (((487026.9501 5056626.2424,487026.2301 5056625.8674,487025.2231 5056627.6316,487019.5021 5056637.6544,487020.3122 5056638.0934,487026.9501 5056626.2424)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"12"
"MULTIPOLYGON (((486713.897 5057885.132,486688.9605 5057879.1769,486688.3384 5057881.9605,486713.1181 5057887.7794,486713.897 5057885.132)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"72"
"MULTIPOLYGON (((486013.1444 5058954.8387,486011.0678 5058954.6285,486010.9547 5058956.1244,486013.0354 5058956.2817,486013.1444 5058954.8387)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"3"
"MULTIPOLYGON (((485788.356 5057999.2654,485804.3168 5057996.4055,485805.9498 5057997.4995,485806.9738 5057995.9445,485812.6377 5057994.9565,485814.2157 5057994.9915,485815.3247 5057995.5734,485816.2237 5057995.4644,485815.8797 5057993.4764,485815.5987 5057992.7574,485814.9967 5057992.3005,485813.9737 5057992.1244,485791.349 5057996.1054,485760.0204 5058001.5304,485759.3804 5058001.7844,485759.0444 5058002.1404,485758.7864 5058002.4484,485758.5944 5058003.0224,485758.5824 5058003.7074,485758.6854 5058004.4014,485759.031 5058006.3683,485768.8258 5058062.1197,485769.5678 5058064.4287,485769.9978 5058064.7257,485770.8887 5058064.6507,485769.6807 5058057.6648,485769.0056 5058053.7559,485768.4916 5058050.7779,485766.4826 5058039.151,485765.8725 5058035.6251,485765.6385 5058034.313,485760.2553 5058004.1084,485767.2282 5058002.9064,485771.2022 5058002.2224,485788.356 5057999.2654)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"252"
"MULTIPOLYGON (((487162.3046 5056383.3119,487160.6649 5056382.6775,487156.697 5056392.9314,487158.3362 5056393.5673,487162.3046 5056383.3119)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"19"
"MULTIPOLYGON (((487161.8756 5056316.1391,487165.6885 5056311.8891,487166.3285 5056311.9981,487166.9775 5056311.6941,487173.2423 5056293.2453,487173.4693 5056292.5523,487182.3373 5056265.4689,487183.141 5056263.0145,487186.2089 5056253.9636,487186.5177 5056252.997,487195.2186 5056225.7608,487195.4916 5056223.8389,487195.4216 5056222.7769,487195.1796 5056221.6599,487194.4216 5056220.4209,487193.4216 5056219.3709,487191.7657 5056218.4799,487186.1247 5056216.742,487185.6957 5056218.167,487192.1716 5056219.996,487193.5626 5056221.8309,487194.0856 5056222.9099,487193.9996 5056224.4209,487184.2439 5056253.6416,487183.1799 5056256.8546,487181.407 5056257.0536,487179.782 5056262.2726,487173.4692 5056282.3574,487173.3602 5056282.7054,487171.8132 5056286.6944,487173.2822 5056287.3034,487173.4692 5056287.8493,487173.6412 5056288.3503,487173.4692 5056288.8163,487166.5244 5056307.6352,487165.6105 5056310.1202,487165.1495 5056311.3731,487161.3905 5056309.9221,487160.8365 5056311.7761,487159.9306 5056315.2801,487154.5477 5056332.2289,487156.1028 5056332.6119,487156.1578 5056332.2909,487157.7897 5056328.674,487161.8756 5056316.1391)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"278"
"MULTIPOLYGON (((485777.9325 5056630.2845,485782.8154 5056620.3856,485780.9682 5056619.4746,485778.6116 5056624.4276,485775.6193 5056623.11,485773.3271 5056628.0201,485777.9325 5056630.2845)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"40"
"MULTIPOLYGON (((485893.4931 5058632.4694,485891.6341 5058631.7934,485889.2821 5058631.8484,485891.204 5058632.3285,485892.774 5058633.1054,485894.314 5058634.4884,485895.774 5058636.0314,485896.329 5058636.7584,485896.978 5058637.5984,485897.97 5058639.1414,485898.72 5058640.7934,485899.22 5058642.7073,485899.2821 5058644.9573,485896.0325 5058698.8937,485897.7205 5058698.9957,485898.5428 5058685.3911,485900.9851 5058644.9843,485900.9151 5058642.4653,485900.3291 5058640.2233,485899.47 5058638.3243,485898.368 5058636.6173,485897.673 5058635.7194,485896.423 5058634.4064,485895.1101 5058633.4534,485893.4931 5058632.4694)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"117"
"MULTIPOLYGON (((486159.9795 5056572.7379,486164.4025 5056564.1672,486175.6635 5056569.9785,486175.8776 5056569.5825,486176.4605 5056568.3735,486163.2965 5056561.8466,486158.3276 5056571.8855,486159.9795 5056572.7379)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"43"
"MULTIPOLYGON (((485395.5896 5057953.0093,485395.0785 5057950.8403,485393.0976 5057951.3394,485391.1586 5057951.8283,485389.2196 5057952.3163,485389.7487 5057954.5123,485391.6856 5057954.0133,485393.6226 5057953.5153,485395.5896 5057953.0093)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"14"
"MULTIPOLYGON (((486062.7075 5058659.5241,486061.4915 5058656.101,486060.7806 5058656.2142,486060.5692 5058656.6409,486060.4593 5058657.2433,486062.0295 5058662.4734,486070.3243 5058683.6018,486074.3856 5058693.9467,486075.9056 5058693.8236,486074.6585 5058690.7777,486071.4358 5058682.9068,486070.7518 5058681.2362,486069.3521 5058677.8177,486068.2495 5058675.1249,486062.7075 5058659.5241)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"55"
"MULTIPOLYGON (((487047.5397 5056011.0766,487041.4077 5056008.7407,487040.8218 5056010.2757,487046.9431 5056012.6462,487047.5397 5056011.0766)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"11"
"MULTIPOLYGON (((486245.1063 5058853.3131,486240.7715 5058852.9768,486240.6832 5058854.1229,486240.5622 5058855.7048,486244.8946 5058856.041,486245.1063 5058853.3131)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"12"
"MULTIPOLYGON (((485854.9474 5057388.6331,485847.1169 5057384.1574,485846.1684 5057385.8167,485842.7574 5057383.8671,485843.7059 5057382.2078,485837.5306 5057378.6781,485835.4687 5057382.9901,485836.4447 5057387.588,485860.3506 5057401.6619,485861.8863 5057402.5878,485861.3237 5057399.8188,485864.3824 5057394.026,485854.9474 5057388.6331)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"249"
"MULTIPOLYGON (((487364.5231 5057641.2957,487362.4815 5057640.1754,487347.7542 5057669.7848,487345.4284 5057674.4608,487347.4754 5057675.4998,487355.9987 5057658.4868,487356.9994 5057656.4894,487362.4519 5057645.6061,487364.1468 5057642.0552,487364.5231 5057641.2957)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"90"
"MULTIPOLYGON (((485645.9587 5057906.2816,485646.6389 5057902.9771,485648.3176 5057903.2426,485648.6456 5057900.7706,485646.8269 5057900.5523,485646.8566 5057898.6176,485648.4895 5057880.6918,485648.6534 5057873.8529,485650.5994 5057872.0359,485650.6693 5057865.814,485647.1533 5057865.708,485646.8805 5057879.5089,485644.8176 5057900.5477,485644.7087 5057903.4066,485641.8958 5057917.2075,485638.271 5057933.2623,485608.9783 5057940.6774,485605.3563 5057941.5943,485588.4596 5057945.8712,485590.3576 5057947.1762,485605.7564 5057943.1992,485632.4751 5057936.3162,485639.67 5057934.4613,485640.5919 5057930.8913,485645.9587 5057906.2816)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"220"
"MULTIPOLYGON (((487235.521 5056756.5655,487234.1977 5056755.8295,487233.072 5056758.0532,487235.1495 5056759.2418,487236.374 5056757.0399,487235.521 5056756.5655)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"6"
"MULTIPOLYGON (((487203.4063 5056188.0462,487201.5154 5056187.5622,487203.0313 5056188.2612,487202.8994 5056188.8474,487202.6243 5056190.0702,487201.8584 5056192.7575,487201.5233 5056193.9332,487196.5315 5056211.46,487195.8665 5056212.121,487194.6015 5056212.492,487196.3206 5056212.496,487197.3355 5056212.206,487198.2815 5056211.722,487199.5315 5056210.195,487200.0362 5056208.2646,487204.7103 5056190.3862,487204.6793 5056189.5812,487204.4683 5056188.9412,487204.0073 5056188.3902,487203.4063 5056188.0462)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"56"
"MULTIPOLYGON (((487287.954 5056477.0761,487299.2342 5056457.1959,487300.4363 5056455.0494,487313.661 5056431.4356,487322.6145 5056415.9687,487329.7812 5056402.8819,487335.5516 5056389.7432,487337.0938 5056386.4218,487339.585 5056381.0564,487339.1583 5056380.6098,487338.1783 5056380.3098,487336.6863 5056384.4538,487335.5063 5056385.5948,487334.2094 5056388.7237,487333.6154 5056390.0637,487333.4204 5056391.1217,487328.4285 5056402.2626,487321.1007 5056415.1455,487319.3657 5056418.2665,487317.6216 5056421.3949,487313.0169 5056429.6544,487312.0229 5056431.4384,487310.109 5056434.8604,487309.9743 5056435.1021,487301.3511 5056450.5752,487299.1712 5056454.4772,487299.1072 5056454.5932,487288.0855 5056474.6211,487287.2655 5056475.5781,487285.6165 5056476.7001,487284.2106 5056476.8011,487282.9686 5056476.774,487282.8988 5056476.9614,487281.5754 5056476.4682,487269.3181 5056471.3811,487269.2205 5056472.5094,487277.8739 5056476.2028,487281.0543 5056477.5438,487283.1073 5056478.4095,487285.614 5056478.2561,487287.954 5056477.0761)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"182"
"MULTIPOLYGON (((485471.4213 5056782.4514,485457.8824 5056774.2206,485456.3194 5056777.4045,485476.1083 5056790.7753,485481.6392 5056793.6693,485488.0542 5056796.7123,485493.1241 5056799.3692,485496.5931 5056803.8802,485499.0611 5056808.4151,485502.2801 5056816.283,485506.2961 5056808.4511,485507.343 5056803.6111,485504.991 5056801.9862,485500.7721 5056800.0682,485494.6001 5056796.1503,485485.7412 5056791.7203,485481.6322 5056789.5683,485476.5222 5056786.1114,485471.4213 5056782.4514)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"284"
"MULTIPOLYGON (((486037.8038 5057527.8563,486024.9129 5057519.0354,486034.5379 5057533.9962,486038.4635 5057528.2619,486037.8038 5057527.8563)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"57"
"MULTIPOLYGON (((485890.5039 5057981.8665,485889.8549 5057981.0465,485888.8939 5057980.3395,485888.0039 5057979.8945,485886.8939 5057979.4765,485885.6049 5057979.3395,485882.1544 5057979.9494,485879.97 5057980.3355,485867.1291 5057982.6055,485822.3406 5057990.4724,485820.9577 5057991.1875,485820.3947 5057992.2335,485820.3247 5057993.0344,485820.4267 5057994.8474,485822.0826 5057994.6684,485822.2386 5057994.2765,485823.1136 5057993.1755,485823.9656 5057992.8555,485848.5903 5057988.5155,485863.3141 5057985.9415,485868.7931 5057984.9835,485884.5899 5057982.0075,485886.6025 5057981.65,485888.2943 5057982.5826,485889.0242 5057984.2485,485891.3399 5057989.5344,485893.2539 5057994.7224,485899.066 5058010.1632,485903.6812 5058025.0639,485902.161 5058025.2954,485902.3871 5058026.401,485903.0431 5058031.347,485905.5113 5058044.4968,485906.0432 5058047.3308,485909.5592 5058047.2488,485909.0432 5058037.7409,485905.2461 5058024.198,485898.246 5058002.3513,485891.806 5057984.7182,485891.2539 5057983.2065,485890.5039 5057981.8665)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"363"
"MULTIPOLYGON (((486767.6705 5057521.5811,486766.4943 5057520.8525,486763.3726 5057525.8917,486764.5477 5057526.6196,486767.6705 5057521.5811)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"8"
"MULTIPOLYGON (((486139.4838 5057937.416,486137.696 5057936.9407,486133.7922 5057949.1086,486135.5602 5057949.6423,486139.4838 5057937.416)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"24"
"MULTIPOLYGON (((486455.3174 5057213.879,486418.4065 5057197.0233,486415.441 5057202.4327,486415.5335 5057202.9367,486416.331 5057203.3514,486417.036 5057203.2621,486419.2132 5057199.0751,486427.2969 5057202.7214,486425.4227 5057206.8126,486425.512 5057207.5176,486427.308 5057208.3502,486428.1199 5057207.8606,486429.5921 5057203.7629,486456.2326 5057215.8439,486455.0469 5057218.2032,486454.2111 5057220.2002,486456.0087 5057220.9323,486456.9402 5057219.2384,486458.5324 5057216.8869,486459.3287 5057215.7109,486455.3174 5057213.879)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"99"
"MULTIPOLYGON (((486143.9198 5058555.7821,486136.3602 5058554.5712,486136.1459 5058555.9421,486137.118 5058556.1326,486143.9733 5058557.4761,486162.732 5058561.3193,486162.401 5058563.1919,486164.1885 5058563.6774,486164.8505 5058563.4693,486165.3497 5058560.442,486153.1857 5058557.7491,486143.9198 5058555.7821)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"50"
"MULTIPOLYGON (((487186.4898 5057584.5799,487197.1513 5057566.1906,487195.9446 5057565.464,487195.2344 5057566.7137,487190.6621 5057574.759,487189.7862 5057576.3001,487185.4075 5057584.0049,487184.7796 5057583.6714,487182.5343 5057587.3999,487220.6486 5057608.0559,487221.4926 5057607.0049,487203.7467 5057596.429,487185.1209 5057586.8913,487186.4898 5057584.5799)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"113"
"MULTIPOLYGON (((486343.2407 5057620.2265,486363.5235 5057586.4483,486366.1425 5057587.7724,486367.5974 5057585.3765,486368.5729 5057582.8089,486368.3627 5057581.2123,486367.2114 5057579.4235,486366.4994 5057578.9761,486365.2836 5057578.2122,486346.1804 5057571.4029,486334.247 5057567.1493,486294.5066 5057552.8915,486283.6164 5057548.9844,486281.2341 5057545.0742,486277.2335 5057543.5409,486272.4476 5057543.9358,486269.9299 5057546.3734,486247.7451 5057581.1394,486249.0282 5057581.8434,486253.648 5057574.7126,486271.9887 5057546.4029,486283.7935 5057550.8357,486285.0276 5057551.3007,486288.9725 5057552.7807,486296.6525 5057555.6677,486305.0374 5057558.7967,486313.9573 5057562.1246,486322.1053 5057565.4176,486319.8244 5057569.2495,486322.6763 5057571.1325,486329.5273 5057575.6595,486328.9573 5057576.5385,486329.7773 5057577.0664,486333.7932 5057570.7495,486334.8552 5057571.2495,486337.7772 5057572.8785,486338.4182 5057572.1095,486339.4292 5057572.5865,486343.7658 5057574.2143,486361.1107 5057580.7249,486362.523 5057585.3537,486348.6793 5057608.5714,486345.0779 5057614.3001,486342.2454 5057619.6277,486343.2407 5057620.2265)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"517"
"MULTIPOLYGON (((487327.9585 5056747.4855,487333.358 5056736.5445,487337.9833 5056738.9535,487339.0416 5056739.5047,487342.3097 5056733.1343,487340.8414 5056732.2699,487338.1836 5056737.3011,487332.4413 5056734.5722,487326.219 5056747.4167,487327.3072 5056748.0183,487327.9585 5056747.4855)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"43"
"MULTIPOLYGON (((486931.9481 5056121.6206,486930.7127 5056121.2159,486929.7931 5056124.0233,486929.703 5056124.2983,486930.6044 5056127.1714,486931.1911 5056127.3662,486933.3164 5056128.0718,486937.6708 5056129.5173,486938.0336 5056128.268,486934.3576 5056127.0477,486931.6455 5056126.1473,486931.0681 5056124.3069,486931.9481 5056121.6206)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"16"
"MULTIPOLYGON (((485865.7782 5057932.4513,485864.8707 5057929.5511,485861.1677 5057930.7111,485862.0322 5057933.6391,485865.7782 5057932.4513)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"12"
"MULTIPOLYGON (((486670.3668 5056464.5322,486667.7473 5056463.0408,486665.7589 5056466.5331,486668.3783 5056468.0246,486668.8193 5056467.25,486670.3668 5056464.5322)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"12"
"MULTIPOLYGON (((486280.9051 5058880.7595,486264.4682 5058879.4035,486264.0772 5058881.3805,486280.962 5058882.7995,486280.9051 5058880.7595)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"34"
"MULTIPOLYGON (((487050.7925 5056580.1638,487049.3703 5056579.2704,487036.3815 5056603.1606,487037.3948 5056603.8006,487043.2697 5056593.3168,487045.4806 5056589.5278,487046.2386 5056588.2388,487050.7925 5056580.1638)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"39"
"MULTIPOLYGON (((486070.7502 5056759.9096,486065.4154 5056757.0286,486062.5795 5056762.2786,486063.9775 5056763.0366,486068.191 5056765.0908,486070.7502 5056759.9096)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"36"
"MULTIPOLYGON (((486372.8611 5057158.1874,486370.4842 5057157.0608,486367.8437 5057162.4098,486370.1086 5057163.5284,486372.8611 5057158.1874)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"15"
"MULTIPOLYGON (((487084.7511 5058451.2936,487072.2513 5058446.8327,487072.1069 5058447.8681,487093.5664 5058455.6775,487093.923 5058454.7775,487087.6721 5058452.4036,487084.7511 5058451.2936)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"24"
"MULTIPOLYGON (((486919.4283 5057314.7915,486921.3043 5057312.5135,486921.5472 5057310.4185,486924.5203 5057284.7755,486923.0644 5057284.4701,486922.6894 5057287.9191,486921.8925 5057295.329,486921.5645 5057298.302,486920.1666 5057310.3759,486919.6117 5057311.6108,486918.6587 5057312.6968,486917.4557 5057313.4658,486916.3617 5057313.8718,486915.2987 5057314.2628,486914.4558 5057314.4498,486913.6348 5057314.5048,486912.6668 5057314.4108,486891.479 5057304.771,486886.5002 5057303.3823,486871.2242 5057298.1116,486869.8842 5057296.1463,486871.1348 5057275.3316,486875.8695 5057275.8676,486876.1375 5057270.6863,486876.1749 5057270.4898,486876.6284 5057259.2863,486876.9415 5057252.0156,486877.1801 5057247.5287,486877.3882 5057243.6183,486877.6562 5057239.4196,486877.6561 5057234.2606,486877.6561 5057224.9476,486877.5983 5057220.8331,486877.5817 5057215.3517,486876.4555 5057205.2291,486873.5173 5057182.3033,486867.7042 5057178.3795,486867.5703 5057182.1315,486871.8583 5057183.3375,486875.7443 5057214.8275,486875.8441 5057224.7614,486876.0123 5057241.4935,486875.9455 5057242.8503,486875.5062 5057251.7831,486874.4043 5057274.1895,486870.4549 5057273.3996,486869.7143 5057273.2515,486868.3743 5057295.8975,486869.3123 5057297.9075,486869.9823 5057298.5775,486886.0623 5057304.6075,486913.1303 5057316.2655,486916.3463 5057316.1315,486919.4283 5057314.7915)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"340"
"MULTIPOLYGON (((486020.0265 5057618.6706,486018.6717 5057616.3004,486013.2727 5057619.8663,486014.7627 5057622.1252,486020.0265 5057618.6706)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"17"
"MULTIPOLYGON (((486315.6445 5057807.9773,486313.0292 5057805.2493,486303.4594 5057814.4239,486306.2151 5057817.0174,486315.6445 5057807.9773)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"50"
"MULTIPOLYGON (((486840.4748 5056405.6594,486832.4979 5056402.9954,486827.5919 5056401.1945,486825.108 5056402.2215,486824.202 5056404.4874,486825.834 5056405.1594,486826.381 5056403.5535,486827.7329 5056403.1594,486849.8337 5056410.7993,486868.3184 5056416.8662,486878.4411 5056420.0526,486884.2242 5056421.8731,486892.2241 5056424.112,486896.068 5056425.248,486913.5128 5056430.3109,486916.3957 5056431.5449,486918.1067 5056433.1308,486919.2547 5056435.2478,486919.7867 5056437.8338,486919.5047 5056439.5138,486918.7558 5056441.0528,486917.3968 5056443.8457,486910.6929 5056457.6196,486911.3799 5056457.9046,486916.303 5056447.8922,486917.1573 5056447.44,486921.0265 5056439.2995,486921.1835 5056438.3062,486920.4737 5056438.0098,486920.4737 5056435.1468,486919.3797 5056432.2479,486918.5127 5056430.7799,486916.6457 5056429.6588,486915.1102 5056429.1839,486912.3002 5056428.3149,486899.2296 5056424.2727,486896.372 5056423.389,486884.661 5056419.7944,486881.1772 5056418.7251,486876.9376 5056417.4307,486870.3654 5056415.4242,486861.9275 5056412.7642,486853.1546 5056409.8893,486840.4748 5056405.6594)))",ac_ped,Area_di_circolazione_pedonale,su sede stradale,trasporto - pedonale/ciclabile,"216"
"MULTIPOLYGON (((486631.6644 5056119.6082,486628.5423 5056118.0968,486627.6634 5056119.9123,486630.7861 5056121.424,486631.6644 5056119.6082)))",ac_ped,Area_di_circolazione_pedonale,non in sede stradale,trasporto - pedonale/ciclabile,"7"
