WKT,class_dbt,nome_dbt,tipo_dbt,dest_ind,sup_mq
"MULTIPOLYGON (((487157.4624 5055527.0308,487157.5596 5055525.948,487155.2077 5055526.057,487152.9187 5055525.9671,487151.9887 5055519.9791,487151.5287 5055511.3812,487151.2936 5055507.0853,487149.8843 5055507.5792,487148.9427 5055507.9093,487149.0597 5055511.3622,487149.4577 5055518.1042,487148.8488 5055527.6241,487147.4578 5055534.624,487146.1379 5055540.1429,487144.6219 5055545.0139,487142.693 5055549.1309,487139.7631 5055555.0458,487138.7391 5055556.6118,487134.6302 5055563.0178,487129.6853 5055569.7987,487124.2714 5055575.9517,487112.2946 5055588.0026,487107.9587 5055592.3736,487107.2247 5055593.6856,487105.3648 5055597.0096,487104.4358 5055598.6705,487100.5299 5055615.1814,487096.2331 5055635.9702,487092.7953 5055653.0131,487091.8193 5055663.021,487091.0064 5055672.7829,487090.2354 5055681.0048,487090.1004 5055682.4468,487090.1014 5055682.6006,487090.187 5055691.8385,487090.2384 5055693.9635,487090.2826 5055695.7926,487090.3045 5055696.6966,487090.2954 5055714.8814,487093.2824 5055715.2275,487093.0455 5055714.4065,487092.5748 5055694.5762,487092.5561 5055693.7875,487092.9071 5055683.2636,487092.935 5055680.4309,487093.7402 5055667.5953,487095.1453 5055651.9495,487098.0801 5055640.9321,487098.9671 5055636.5292,487103.2559 5055615.7874,487107.0608 5055599.6935,487110.2087 5055594.0686,487114.2796 5055589.9706,487126.3104 5055577.8577,487131.8643 5055571.5487,487136.9351 5055564.5957,487141.0831 5055558.1278,487142.099 5055556.5728,487146.2239 5055548.2639,487147.9969 5055543.6429,487149.0828 5055539.6079,487149.8248 5055536.108,487150.7238 5055533.249,487151.5708 5055531.52,487152.3487 5055529.932,487155.1767 5055528.378,487157.3637 5055528.131,487157.4624 5055527.0308)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"616"
"MULTIPOLYGON (((487653.1525 5057518.9743,487652.6407 5057517.6378,487652.1537 5057516.3661,487636.783 5057521.6996,487623.6812 5057525.8056,487612.1974 5057528.4846,487608.4624 5057529.1806,487607.7904 5057529.1376,487607.3684 5057528.8836,487607.2594 5057528.3676,487607.3614 5057527.5276,487611.1423 5057521.4417,487618.3531 5057509.1178,487625.9079 5057495.4229,487632.4077 5057484.458,487638.8366 5057472.4931,487642.6724 5057464.0752,487643.9944 5057461.2442,487644.8284 5057459.4582,487646.4463 5057455.9782,487648.4073 5057452.9783,487650.1492 5057450.6773,487652.6492 5057448.2823,487656.3361 5057444.4583,487658.282 5057442.2593,487659.782 5057440.2003,487661.211 5057438.1424,487662.3669 5057436.0404,487663.3359 5057434.1424,487664.3359 5057431.7634,487661.9493 5057430.9343,487659.9609 5057430.2434,487654.2661 5057439.4854,487651.9221 5057442.3574,487650.4382 5057443.9853,487649.3132 5057444.9313,487648.0632 5057445.4743,487646.5712 5057445.7513,487645.3992 5057445.4583,487644.0163 5057444.7474,487642.5473 5057443.6344,487640.5783 5057441.9074,487638.7973 5057440.1264,487637.1963 5057438.2864,487635.9303 5057435.6965,487634.9303 5057433.9665,487634.0863 5057430.9745,487634.5393 5057428.5215,487635.3132 5057426.5326,487636.3282 5057424.4466,487637.6492 5057422.4936,487639.1101 5057420.7476,487641.2581 5057418.8026,487639.2301 5057417.6672,487637.2661 5057416.5677,487634.8132 5057419.1896,487632.9922 5057422.1346,487631.7583 5057424.8886,487631.2503 5057427.4626,487630.9463 5057429.9935,487631.0394 5057432.8175,487631.6804 5057435.6225,487632.8364 5057438.1734,487635.5394 5057442.6654,487639.5713 5057448.0403,487641.2973 5057450.9503,487641.7664 5057452.5213,487642.0164 5057454.1573,487642.1254 5057455.7902,487642.0084 5057457.5872,487641.0564 5057460.1162,487640.2424 5057462.2782,487636.6106 5057469.6891,487632.0007 5057478.54,487622.939 5057494.5519,487610.6033 5057516.3137,487602.9475 5057528.1916,487597.5096 5057535.5556,487595.7907 5057537.9416,487588.0489 5057548.1095,487580.6041 5057557.9304,487577.6821 5057561.4454,487575.7132 5057563.0124,487574.7522 5057563.8244,487572.4092 5057564.8364,487570.3693 5057565.6174,487568.2443 5057565.6644,487566.9633 5057565.4224,487575.2132 5057570.3833,487576.2719 5057569.0099,487582.4791 5057560.9574,487593.3618 5057545.8715,487599.0726 5057538.4065,487602.2596 5057535.2346,487603.8615 5057534.1526,487605.4705 5057533.4846,487607.4085 5057532.7466,487615.2433 5057530.6176,487626.1032 5057527.6376,487642.9619 5057522.4416,487653.1525 5057518.9743)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"902"
"MULTIPOLYGON (((484630.9147 5058022.2315,484722.8208 5058017.4454,484722.6898 5058016.4263,484722.5308 5058015.1885,484657.5894 5058018.5275,484654.3915 5058018.6925,484601.072 5058021.8915,484599.4 5058021.4735,484598.6889 5058020.6427,484598.0517 5058022.0491,484598.1431 5058023.9005,484598.2591 5058026.2465,484630.9147 5058022.2315)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"314"
"MULTIPOLYGON (((484608.2914 5058193.1935,484607.6664 5058191.6355,484607.3624 5058189.9946,484607.2603 5058187.4286,484604.5166 5058188.0345,484602.6824 5058188.4396,484604.5335 5058195.7835,484606.2714 5058194.5855,484608.2914 5058193.1935)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"29"
"MULTIPOLYGON (((487598.9793 5057833.7427,487599.2635 5057833.0584,487599.5733 5057832.2597,487598.04 5057831.47,487589.1203 5057827.8467,487588.71 5057827.68,487587.78 5057827.3,487580.1002 5057823.1522,487575.08 5057819.76,487572.969 5057814.3245,487572.969 5057812.8789,487578.7294 5057799.2304,487580.0234 5057793.165,487578.0345 5057788.6834,487574.5171 5057785.4115,487570.7239 5057782.6244,487557.9247 5057773.4034,487550.7694 5057769.1967,487549.7879 5057770.8023,487549.1734 5057771.8075,487556.4653 5057776.8657,487568.7253 5057785.8399,487572.4958 5057788.5397,487574.6649 5057791.087,487575.783 5057793.6065,487576.1714 5057798.2272,487570.5585 5057812.963,487570.53 5057814.24,487573.5083 5057820.9746,487579.12 5057824.73,487585.3052 5057827.9029,487589.0732 5057829.9069,487591.0828 5057830.9855,487590.5405 5057832.5252,487581.5447 5057851.1067,487562.9526 5057888.0633,487542.0258 5057926.8808,487545.8421 5057928.7387,487548.9603 5057930.106,487564.0202 5057892.6886,487565.8155 5057889.1075,487572.9565 5057874.8633,487582.1061 5057856.5786,487589.0838 5057842.2797,487598.9793 5057833.7427)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"709"
"MULTIPOLYGON (((484884.3414 5058576.0206,484882.3681 5058575.3768,484881.4014 5058576.3428,484879.4881 5058579.7017,484880.6765 5058581.7833,484884.2875 5058581.8159,484884.3414 5058576.0206)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"24"
"MULTIPOLYGON (((487375.0817 5059277.0305,487376.5655 5059265.3985,487394.6597 5059266.7488,487394.7374 5059264.3735,487374.4952 5059262.8629,487372.7031 5059276.9119,487373.4384 5059303.9464,487368.4223 5059311.7782,487365.3117 5059318.7813,487362.1237 5059328.2188,487359.2141 5059335.9466,487352.1024 5059336.9586,487345.1784 5059338.3638,487345.4187 5059339.5477,487345.6507 5059340.6909,487352.5062 5059339.2997,487360.9409 5059338.0994,487364.3604 5059329.0174,487367.5263 5059319.6451,487370.5192 5059312.907,487375.8319 5059304.612,487375.0817 5059277.0305)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"262"
"MULTIPOLYGON (((484943.8617 5058514.9354,484942.6188 5058509.1054,484944.3888 5058501.1994,484948.6958 5058483.0864,484948.9318 5058471.1094,484946.1588 5058446.3884,484941.2618 5058418.4814,484939.1968 5058413.1714,484936.1288 5058409.9854,484932.3528 5058390.0434,484927.8688 5058366.9154,484922.8538 5058349.8054,484917.7798 5058337.1204,484908.2218 5058307.5024,484905.5078 5058295.4074,484903.7378 5058284.6694,484899.3718 5058272.7514,484896.0088 5058266.4974,484893.6488 5058257.8834,484893.9644 5058253.9161,484894.0618 5058252.6914,484894.0618 5058251.0984,484891.822 5058251.2757,484891.7551 5058251.9449,484891.6739 5058253.7306,484891.6371 5058254.5409,484891.5781 5058258.8479,484892.2271 5058263.5679,484896.7701 5058272.0049,484901.0181 5058282.6249,484903.5551 5058295.3689,484906.2101 5058308.2309,484918.4821 5058344.8699,484925.2081 5058364.6939,484930.2821 5058389.3559,484933.3501 5058409.2389,484934.8247 5058413.0919,484937.1847 5058417.6939,484943.7927 5058454.1559,484945.7397 5058471.9739,484944.2057 5058486.1929,484940.0757 5058505.8989,484938.8367 5058510.6779,484939.3677 5058519.4099,484943.8617 5058514.9354)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"741"
"MULTIPOLYGON (((486433.4833 5060916.959,486432.3833 5060913.758,486429.5623 5060914.304,486430.9074 5060918.047,486430.7744 5060918.82,486429.7124 5060919.403,486428.0024 5060919.91,486425.8144 5060920.9529,486422.8205 5060925.2799,486419.4476 5060929.2179,486416.5476 5060931.2648,486407.5987 5060932.7038,486389.2839 5060934.9458,486368.9952 5060937.0257,486357.9253 5060938.1994,486357.3247 5060940.7754,486357.2507 5060941.2237,486364.0743 5060940.9297,486371.4062 5060939.9957,486380.1571 5060939.3537,486389.67 5060938.3787,486408.0828 5060936.1248,486417.8866 5060934.5488,486423.1326 5060933.9158,486426.2965 5060933.6778,486427.8415 5060932.7748,486428.7615 5060931.4888,486429.2125 5060929.9379,486429.6965 5060928.4469,486432.2264 5060924.0709,486433.4624 5060921.9449,486434.1553 5060920.234,486434.1453 5060918.695,486433.4833 5060916.959)),((486599.1376 5061391.4103,486619.741 5061342.3379,486622.7281 5061332.5046,486632.6172 5061302.1084,486635.4897 5061293.279,486635.1143 5061271.6074,486634.9658 5061263.0324,486636.7798 5061251.2925,486633.1497 5061237.2592,486632.3832 5061234.2959,486632.7746 5061230.2816,486634.0711 5061228.7842,486634.2801 5061228.6316,486634.9903 5061228.1131,486634.6124 5061226.0962,486634.3743 5061226.0865,486632.708 5061227.3031,486630.8459 5061229.4538,486630.3583 5061234.4541,486632.8068 5061243.9197,486634.7404 5061251.3944,486632.9631 5061262.896,486632.9692 5061263.2478,486633.4842 5061292.9788,486631.6898 5061298.4944,486620.8202 5061331.9046,486617.8572 5061341.6583,486597.3066 5061390.6053,486586.052 5061381.4919,486576.373 5061372.684,486564.7598 5061358.458,486558.241 5061347.6216,486552.5262 5061336.1488,486547.3125 5061319.7261,486539.3472 5061298.8175,486534.5779 5061291.6636,486526.0397 5061281.3194,486509.0706 5061257.3344,486498.7407 5061241.0651,486494.8752 5061229.5651,486488.8856 5061213.4936,486482.8713 5061204.372,486473.5996 5061189.7692,486464.3775 5061180.0861,486457.8412 5061171.1641,486447.337 5061159.4453,486438.9394 5061148.5932,486432.2871 5061137.2458,486427.2081 5061128.7488,486419.3689 5061115.0304,486412.8933 5061102.7917,486409.4499 5061093.3942,486402.2209 5061077.6229,486397.0661 5061072.9836,486385.2434 5061068.1561,486375.0296 5061059.4423,486369.8751 5061054.5925,486356.265 5061034.8062,486356.8533 5061039.427,486368.1171 5061055.8025,486373.7032 5061060.9397,486384.1899 5061069.8861,486395.9874 5061074.7034,486400.5753 5061078.8325,486407.599 5061094.1561,486411.0621 5061103.6072,486417.6163 5061115.9945,486425.4814 5061129.7581,486430.5661 5061138.2646,486437.279 5061149.7155,486445.7995 5061160.7265,486456.2862 5061172.4256,486462.8403 5061181.372,486472.0162 5061191.0066,486481.1921 5061205.4584,486487.0909 5061214.4049,486492.9897 5061230.2331,486496.9223 5061241.9323,486507.4091 5061258.4487,486524.45 5061282.5351,486532.9704 5061292.8578,486537.5583 5061299.7398,486545.4235 5061320.3853,486550.6669 5061336.9017,486556.4862 5061348.5844,486563.1198 5061359.6117,486574.9174 5061374.0636,486584.7486 5061383.01,486596.5002 5061392.5257,486590.1935 5061408.5572,486585.8006 5061419.7236,486578.0959 5061439.3088,486577.5236 5061440.7634,486576.6327 5061446.3294,486575.4688 5061452.9273,486572.6329 5061460.9742,486560.9462 5061485.392,486551.1565 5061507.6527,486553.6465 5061508.5127,486560.6573 5061491.2039,486570.196 5061469.4461,486575.2625 5061458.7898,486576.7348 5061455.6933,486577.8437 5061449.2044,486579.2554 5061442.1426,486579.3848 5061441.4956,486588.1473 5061419.2215,486592.5403 5061408.0549,486598.353 5061393.279,486599.1376 5061391.4103)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"1821"
"MULTIPOLYGON (((488283.879 5057083.7735,488275.7073 5057080.9951,488272.9183 5057079.5772,488271.0984 5057077.7612,488270.1764 5057075.9172,488269.8634 5057074.2342,488269.9183 5057072.3622,488266.2858 5057084.6398,488267.9344 5057083.6011,488269.2304 5057083.0541,488271.7937 5057082.9199,488280.4857 5057085.6533,488283.0455 5057086.5211,488283.879 5057083.7735)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"68"
"MULTIPOLYGON (((486995.9414 5054792.6042,486996.6524 5054788.3862,486998.6443 5054781.0963,487003.4332 5054766.6284,487009.308 5054752.5035,487013.7139 5054741.4016,487017.1048 5054732.5117,487020.7137 5054722.4328,487024.3306 5054712.0149,487027.4015 5054703.9689,487030.0264 5054697.746,487032.5723 5054692.746,487035.4943 5054687.398,487038.5802 5054682.9571,487041.6191 5054678.6331,487045.33 5054673.4371,487047.205 5054670.8832,487052.0019 5054663.2112,487055.9628 5054657.2462,487059.5567 5054651.0313,487065.7126 5054640.8284,487072.1104 5054628.7424,487077.4703 5054618.0085,487082.9231 5054606.4336,487086.0951 5054600.0087,487091.0089 5054588.9887,487095.7588 5054578.3368,487099.2117 5054570.6839,487102.5246 5054564.5129,487105.4385 5054559.165,487108.8525 5054552.833,487111.2814 5054548.423,487116.2893 5054538.5521,487120.7812 5054532.3721,487125.1331 5054526.1962,487128.734 5054521.1652,487134.2499 5054513.9623,487138.7418 5054508.8213,487141.4607 5054504.3683,487144.1087 5054498.9704,487145.8046 5054494.8914,487147.3126 5054491.2744,487148.8905 5054487.9584,487150.6405 5054486.3294,487152.3665 5054485.5634,487155.7494 5054484.6414,487157.9294 5054484.5794,487159.5383 5054484.6734,487160.8983 5054484.7274,487163.8809 5054485.176,487164.6104 5054482.356,487162.3043 5054482.4194,487159.7413 5054481.7594,487157.3434 5054480.6575,487155.8124 5054479.3175,487155.0624 5054477.6305,487155.1714 5054475.4895,487155.6713 5054473.1695,487157.8903 5054467.9626,487161.3512 5054460.0446,487165.7101 5054451.6537,487170.273 5054443.0408,487173.4599 5054437.2298,487176.8898 5054430.9779,487206.1151 5054375.9902,487220.7007 5054349.8494,487232.2714 5054326.7286,487235.9193 5054319.1936,487240.0522 5054310.4247,487240.9192 5054305.9357,487240.2712 5054301.9168,487238.7472 5054299.4828,487236.0672 5054296.3899,487233.7002 5054294.7609,487233.1254 5054295.5992,487232.3103 5054296.7879,487234.4112 5054298.2369,487236.7632 5054300.9478,487237.9192 5054302.7998,487238.4192 5054305.8968,487237.6922 5054309.6547,487233.7004 5054318.1357,487230.0604 5054325.6426,487218.5287 5054348.7014,487203.8571 5054375.1853,487201.2872 5054379.6742,487193.4364 5054394.3531,487176.3578 5054425.5409,487173.4599 5054430.9429,487160.9682 5054454.2277,487152.3044 5054472.2046,487150.3664 5054475.4736,487148.8435 5054478.4155,487145.9995 5054481.1345,487143.4376 5054481.5245,487140.8436 5054480.7436,487138.2576 5054479.5056,487137.1327 5054478.9706,487132.3437 5054476.4736,487121.0309 5054469.8218,487115.2739 5054465.7128,487112.117 5054463.6349,487111.828 5054463.4429,487105.805 5054458.185,487101.7111 5054452.6421,487100.5488 5054453.8798,487099.4141 5054455.088,487099.7811 5054455.58,487100.7741 5054456.693,487106.234 5054462.0289,487111.219 5054466.0529,487116.1799 5054469.8338,487121.2029 5054474.0407,487128.3828 5054478.7316,487135.8667 5054483.0596,487139.2027 5054485.4195,487141.4996 5054488.7945,487142.6166 5054492.4934,487142.4837 5054496.1694,487140.7577 5054500.3024,487135.2418 5054508.4813,487130.9609 5054514.4153,487125.805 5054519.5442,487124.3441 5054519.9153,487123.5241 5054519.5403,487122.8441 5054518.6493,487122.6721 5054517.2663,487122.8991 5054515.1733,487123.0391 5054514.2903,487123.649 5054508.1844,487123.688 5054505.1694,487123.141 5054502.5164,487122.07 5054499.6775,487119.25 5054494.9425,487115.789 5054491.1146,487113.3201 5054488.8096,487109.4691 5054485.6657,487103.1022 5054480.8918,487094.3523 5054475.3099,487086.3054 5054470.517,487074.5705 5054463.3571,487068.7816 5054460.5842,487061.4847 5054457.2482,487054.1418 5054454.5063,487051.3528 5054453.3493,487049.7119 5054452.1933,487048.1339 5054450.3224,487045.8679 5054445.0724,487045.2429 5054442.2915,487045.3679 5054438.5065,487046.2118 5054435.4905,487047.8448 5054431.4206,487050.5087 5054425.4596,487053.5636 5054419.4206,487057.3526 5054412.4087,487061.4145 5054405.3737,487069.5313 5054391.7448,487074.7741 5054383.4209,487084.7579 5054367.304,487101.6795 5054339.3862,487108.9913 5054325.6793,487124.9599 5054296.3705,487147.6004 5054255.0738,487146.5393 5054254.9365,487145.4594 5054254.7968,487115.2411 5054310.1984,487098.9685 5054338.5972,487079.938 5054370.249,487072.5242 5054381.7799,487065.8993 5054392.5299,487058.0785 5054406.3498,487052.8676 5054415.9717,487046.6498 5054428.0296,487042.3839 5054438.2405,487041.8919 5054443.0535,487041.704 5054446.4434,487042.392 5054449.3894,487043.962 5054451.7914,487046.0089 5054453.8893,487048.3139 5054455.8183,487050.6649 5054457.6033,487052.9148 5054458.0333,487055.6178 5054459.3572,487058.7038 5054460.7092,487064.0247 5054462.8852,487071.3836 5054466.6501,487076.1095 5054469.049,487082.6805 5054472.685,487088.8674 5054476.3339,487093.6023 5054479.3028,487098.3673 5054482.5678,487098.2343 5054483.3848,487097.4303 5054483.8568,487095.4693 5054483.9548,487091.3204 5054483.4078,487083.8055 5054482.0679,487065.8598 5054478.728,487065.8101 5054480.2468,487065.7588 5054481.814,487079.0946 5054484.1539,487085.7895 5054485.0528,487090.6024 5054485.4708,487094.9693 5054485.9708,487099.8673 5054486.0837,487103.4142 5054487.1187,487106.2892 5054488.3097,487108.9921 5054490.1416,487111.9841 5054493.1696,487114.2031 5054495.3686,487115.8991 5054497.2555,487119.7581 5054504.1024,487120.5241 5054508.5984,487120.2341 5054513.4933,487119.1171 5054518.6883,487117.4922 5054524.2392,487115.8672 5054528.9542,487112.9143 5054535.9032,487110.8524 5054541.1061,487109.1804 5054545.1301,487107.8205 5054548.3331,487106.3835 5054550.595,487105.6725 5054550.2661,487106.6884 5054539.3132,487107.1494 5054529.6732,487107.7033 5054523.5713,487107.7503 5054519.6533,487107.4843 5054516.4774,487106.6493 5054514.3484,487104.5957 5054514.5341,487103.0554 5054514.6734,487103.5244 5054515.5714,487104.4614 5054521.7233,487104.5004 5054528.2743,487104.1644 5054534.9272,487103.5555 5054539.8912,487103.0395 5054544.7661,487102.7895 5054548.1301,487102.9845 5054550.4971,487103.1416 5054553.598,487103.1026 5054555.731,487099.8287 5054563.5279,487094.7898 5054573.7229,487090.8599 5054583.3368,487086.9 5054592.2977,487083.7201 5054599.7267,487079.3292 5054608.3446,487075.6183 5054615.4186,487071.1034 5054624.2815,487066.9005 5054632.7734,487061.9546 5054641.5944,487058.9547 5054647.2813,487056.0958 5054651.9183,487052.2439 5054657.6213,487049.0329 5054662.6522,487046.674 5054666.4882,487043.4401 5054670.7652,487038.5412 5054677.6211,487034.0803 5054683.4141,487030.9633 5054687.1331,487027.5574 5054689.0121,487024.5804 5054689.3631,487020.6515 5054688.7731,487017.4865 5054688.0621,487013.0336 5054686.9222,487009.0727 5054685.4452,487004.1357 5054684.1332,487002.8778 5054684.0193,486989.8159 5054682.4843,486984.433 5054681.7114,486978.8861 5054681.1214,486978.7063 5054682.3914,486978.5172 5054683.7267,486982.5971 5054684.2774,486986.62 5054685.7543,486992.2059 5054688.0393,486997.0029 5054690.0972,487001.2918 5054692.9182,487003.8858 5054694.2971,487006.6748 5054695.9261,487009.0107 5054697.6721,487011.0337 5054699.5271,487011.8857 5054701.527,487011.3227 5054704.828,487010.1118 5054706.379,487007.4408 5054707.527,487009.1028 5054708.617,487010.2218 5054709.351,487012.4407 5054707.48,487013.6197 5054705.379,487014.0267 5054702.719,487013.0107 5054699.707,487011.1667 5054697.5231,487008.8857 5054695.6331,487005.7918 5054693.5781,487002.8468 5054691.8472,487000.2608 5054689.9692,486998.1118 5054688.4022,486996.2369 5054687.1833,486995.0969 5054686.4413,486994.3229 5054685.7813,486995.9639 5054685.3203,487002.1518 5054686.5432,487007.1197 5054688.1052,487013.2526 5054690.3791,487018.2526 5054692.5231,487019.2525 5054693.9181,487021.5415 5054695.777,487023.2055 5054698.281,487024.1515 5054700.695,487024.5105 5054703.4719,487024.0965 5054705.8549,487020.9556 5054713.7419,487017.3467 5054723.8898,487013.1829 5054736.5077,487009.464 5054745.7026,487004.9951 5054755.3275,486999.5582 5054769.1554,486997.2773 5054775.7884,486996.2533 5054778.4913,486994.0344 5054786.1163,486993.7224 5054788.3152,486991.1445 5054789.6672,486986.6445 5054788.0033,486975.6503 5054782.9422,486975.1822 5054784.0671,486974.7227 5054785.1714,486984.0116 5054789.4013,486988.0975 5054791.5652,486991.0585 5054793.7722,486992.5585 5054795.2642,486992.9411 5054797.3684,486993.6525 5054801.2801,486992.5357 5054811.8631,486992.3866 5054813.276,486992.3166 5054815.468,486991.8476 5054818.7759,486990.7536 5054824.8858,486996.0035 5054812.3189,486996.3625 5054805.7061,486996.6364 5054802.2181,486996.4024 5054798.7211,486995.8474 5054795.6902,486995.9414 5054792.6042)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"3540"
"MULTIPOLYGON (((487742.5296 5057483.2454,487742.7874 5057482.2402,487742.4621 5057480.4498,487733.9357 5057481.0806,487730.755 5057481.8842,487724.2766 5057483.5211,487716.9281 5057486.0632,487713.1755 5057487.9428,487707.9939 5057490.5382,487683.5998 5057503.0852,487669.2274 5057509.8274,487652.1537 5057516.3661,487652.6407 5057517.6378,487653.1525 5057518.9743,487670.3214 5057512.3992,487684.832 5057505.5921,487709.2581 5057493.0286,487718.0147 5057488.6426,487725.0766 5057486.1996,487730.0501 5057484.943,487734.3842 5057483.848,487742.5296 5057483.2454)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"272"
"MULTIPOLYGON (((487117.8392 5055320.9593,487116.4652 5055322.8602,487119.8482 5055323.9292,487121.0902 5055324.3212,487125.5201 5055325.4502,487133.934 5055326.5321,487142.6449 5055326.7431,487149.9338 5055326.9731,487156.4647 5055326.903,487161.7926 5055327.532,487166.1675 5055328.251,487171.3944 5055329.2229,487171.8474 5055329.2239,487173.4644 5055329.2269,487181.4803 5055329.2429,487192.1051 5055329.0048,487200.659 5055328.5748,487211.3778 5055328.2188,487222.2837 5055327.3437,487231.6355 5055326.9767,487238.4014 5055326.5356,487244.2363 5055326.0396,487257.7361 5055327.0396,487264.166 5055327.2575,487269.7049 5055327.1485,487269.6847 5055326.025,487269.6659 5055324.9805,487264.182 5055325.0865,487257.8541 5055324.8716,487244.2213 5055323.8636,487238.2364 5055324.3717,487231.5265 5055324.8087,487222.1517 5055325.1757,487211.2528 5055326.0508,487200.566 5055326.4068,487192.0271 5055326.8369,487181.4563 5055327.0709,487173.4644 5055327.0579,487171.5974 5055327.055,487170.5344 5055326.8569,487166.5425 5055326.114,487162.0976 5055325.383,487156.5816 5055324.731,487149.9567 5055324.8011,487142.7068 5055324.5751,487134.098 5055324.3642,487125.9261 5055323.3132,487121.6842 5055322.2352,487117.8392 5055320.9593)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"333"
"MULTIPOLYGON (((485073.3843 5057655.7812,485071.6233 5057657.0262,485068.7044 5057659.0902,485069.9934 5057659.1642,485070.9934 5057660.0431,485070.1894 5057662.0671,485020.8695 5057737.2803,485022.1523 5057737.8181,485023.2295 5057738.2693,485071.9934 5057663.8211,485073.4543 5057661.1291,485073.6573 5057658.4882,485073.3843 5057655.7812)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"242"
"MULTIPOLYGON (((488021.009 5057070.0248,488019.6522 5057069.3626,488018.0239 5057068.3428,488010.2191 5057092.3409,487999.8229 5057129.9585,487996.1025 5057135.4569,487990.0657 5057133.185,487962.5207 5057124.8991,487946.758 5057119.5549,487927.7727 5057110.0356,487921.6001 5057103.484,487915.0333 5057090.9498,487910.7435 5057071.5841,487910.2043 5057070.4554,487910.2961 5057069.9492,487910.45 5057069.1,487908.7756 5057067.4643,487907.4307 5057068.3235,487906.0374 5057068.9217,487906.187 5057069.3181,487907.418 5057072.581,487908.9 5057078.04,487910.54 5057087.62,487914.05 5057097.71,487917.47 5057104.61,487924.78 5057112.38,487932.5 5057117.26,487947.26 5057123.22,487964.09 5057128.42,487968.3652 5057129.7643,487985.97 5057135.3,487993.3159 5057138.5135,487991.9596 5057142.909,488003.5822 5057148.2777,488004.8249 5057145.4561,488012.178 5057149.0146,488013.2035 5057147.4425,488014.2173 5057145.8864,488002.949 5057138.6946,488001.5062 5057138.2869,488000.8383 5057135.5083,488003.5266 5057124.9395,488011.3472 5057100.374,488021.009 5057070.0248)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"783"
"MULTIPOLYGON (((487618.8546 5056458.53,487598.3217 5056451.2785,487597.3079 5056453.8671,487596.4539 5056456.1421,487597.3698 5056456.5401,487603.2057 5056458.6291,487628.7525 5056467.7729,487646.1433 5056474.6128,487645.6432 5056475.9367,487648.9942 5056479.9057,487652.2522 5056484.9756,487660.0016 5056506.7389,487660.6352 5056508.5184,487663.7832 5056516.5063,487664.3302 5056519.9913,487664.4632 5056522.9052,487664.4163 5056526.8812,487664.2053 5056530.4672,487663.2213 5056534.4831,487667.0963 5056535.3771,487676.619 5056519.1822,487675.8541 5056518.4942,487673.6184 5056517.0939,487669.3301 5056511.7603,487666.9941 5056507.3814,487663.6041 5056497.9675,487658.4422 5056483.5372,487658.1741 5056482.7876,487658.0231 5056482.4336,487657.2761 5056480.6827,487655.7441 5056476.8267,487653.1661 5056473.1748,487646.1512 5056469.6518,487642.0653 5056467.5498,487638.9403 5056466.2608,487622.5105 5056459.8589,487618.8546 5056458.53)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"752"
"MULTIPOLYGON (((487581.9883 5056036.4304,487552.1193 5056027.8624,487551.9792 5056029.093,487551.8053 5056030.6204,487569.6421 5056034.9103,487578.775 5056037.4172,487580.2835 5056038.0493,487586.9043 5056041.8626,487597.5251 5056049.8951,487605.2898 5056056.1426,487612.3406 5056061.8546,487613.7686 5056063.2825,487614.8396 5056059.7309,487611.8646 5056058.3029,487588.8976 5056040.4529,487581.9883 5056036.4304)))",ar_vms,Viabilita_mista_secondaria,"carrareccia, carreggiabile, carrozzabile",trasporto - viabilita secondaria,"162"
